,MCL1-DG_BC2CTUACXX_ACTTGA_L002_R1,MCL1-DH_BC2CTUACXX_CAGATC_L002_R1,MCL1-DI_BC2CTUACXX_ACAGTG_L002_R1,MCL1-DJ_BC2CTUACXX_CGATGT_L002_R1,MCL1-DK_BC2CTUACXX_TTAGGC_L002_R1,MCL1-DL_BC2CTUACXX_ATCACG_L002_R1,MCL1-LA_BC2CTUACXX_GATCAG_L001_R1,MCL1-LB_BC2CTUACXX_TGACCA_L001_R1,MCL1-LC_BC2CTUACXX_GCCAAT_L001_R1,MCL1-LD_BC2CTUACXX_GGCTAC_L001_R1,MCL1-LE_BC2CTUACXX_TAGCTT_L001_R1,MCL1-LF_BC2CTUACXX_CTTGTA_L001_R1
14300,0,0,0,0,0,0,0,0,0,0,0,0
14301,1,1,1,0,0,0,0,0,0,0,0,0
14302,188,176,154,123,80,137,286,271,211,192,84,93
14303,2,0,1,0,0,0,0,0,0,0,0,0
14304,127,157,64,54,58,96,20,36,4,8,8,15
14305,529,407,303,210,148,175,93,108,100,59,124,86
14306,380,349,367,393,500,470,308,343,175,147,133,131
14307,0,0,0,0,0,0,0,0,0,0,0,0
14308,0,0,0,0,0,0,0,0,0,0,0,0
14309,0,0,9,2,4,1,1,3,4,2,3,4
14310,1434,1331,1705,1456,669,662,568,722,684,608,202,253
14311,7297,9358,10376,8047,4356,3594,7529,9337,8071,8141,2040,1756
14312,0,0,0,0,0,0,1,0,0,0,0,0
14313,2135,2275,1593,1391,1322,1373,494,599,556,504,309,320
14314,405,480,573,523,438,296,151,178,120,95,78,82
14315,169,127,110,123,107,167,284,293,175,163,109,114
14316,11,15,14,18,24,18,1,3,1,1,0,0
14317,0,0,0,0,0,0,0,0,0,0,0,0
14318,2476,2208,2516,2484,3264,3213,3488,3128,1170,1288,538,570
14319,31,33,48,37,20,26,52,59,61,32,17,17
14320,173,200,305,360,87,61,2,6,2,2,24,25
14321,0,0,0,0,0,0,0,0,0,0,0,0
14322,0,1,1,0,0,0,0,0,0,0,0,0
14323,21,26,27,31,38,27,76,86,31,43,31,27
14324,9845,9091,8243,6554,4813,4929,8341,9388,7455,6820,3346,3970
14325,0,2,0,0,1,0,0,0,0,0,0,0
14326,26,28,25,18,27,10,4,9,2,6,8,1
14327,0,3,5,5,6,1,4,13,87,139,240,243
14328,363,339,366,340,330,405,604,648,333,345,159,167
14329,0,0,0,0,0,1,0,0,0,0,0,0
14330,289,257,195,161,191,155,175,214,179,117,269,187
14331,1,0,0,1,5,7,0,0,0,0,1,1
14332,7,3,1,5,10,8,0,0,0,0,0,0
14333,217,221,397,324,146,123,395,965,72,43,6,5
14334,2407,1618,2416,2864,5142,4967,7,20,12,9,2,4
14335,1808,1493,1448,1178,1354,1416,1858,1857,1890,1616,752,650
14336,8,2,12,7,6,6,161,157,242,157,56,34
14337,85,86,127,86,55,85,354,377,350,303,360,395
14338,2,2,1,1,0,0,1,0,1,0,1,1
14339,13,13,0,0,0,0,788,1006,3,2,0,0
14340,0,0,0,0,0,0,9,12,0,0,0,0
14341,1,0,0,0,0,0,7,7,0,0,0,0
14342,881,1124,990,860,867,757,912,1008,586,489,302,301
14343,8142,8782,8336,8317,7577,6718,44495,41549,27532,27578,16037,15273
14344,16,16,11,5,7,8,33,29,13,15,11,13
14345,5,4,4,2,0,1,27,16,4,5,5,3
14346,326,245,197,204,193,173,1230,1027,458,335,206,179
14347,0,0,1,2,2,8,14,9,1,0,2,0
14348,325,238,303,232,261,236,440,428,758,608,804,642
14349,134,108,7,6,5,2,889,860,16,50,14,20
14350,0,0,0,0,0,0,0,1,0,0,0,0
14351,0,0,0,0,0,0,3,0,0,0,0,0
14352,5611,5344,6149,5639,4665,4103,5701,6040,4288,3699,2448,2491
14353,21,21,18,13,17,10,55,57,56,76,19,15
14354,1208,789,558,416,474,533,690,678,389,292,156,180
14355,1086,902,892,773,923,931,1088,1068,794,695,416,487
14356,25,15,13,7,1,1,48,41,92,56,13,19
14357,0,0,0,0,0,0,2,1,5,10,7,2
14358,6,1,19,2,1,1,550,340,1265,642,1320,683
14359,5,2,2,1,0,0,0,1,0,0,0,0
14360,0,1,0,0,0,2,3,5,0,3,0,1
14361,0,0,0,0,0,0,10,12,0,1,1,0
14362,0,0,1,0,0,0,0,0,0,0,0,0
14363,0,0,0,0,0,0,1,0,0,0,0,0
14364,0,0,0,0,0,0,0,0,0,0,0,0
14365,0,0,0,0,0,0,0,0,0,0,0,0
14366,0,0,0,0,0,0,0,0,0,0,0,0
14367,26424,20667,3025,4862,1751,1814,2794,3191,2940,3456,2582,1331
14368,1799,1635,717,669,418,399,74,57,11,29,9,6
14369,46,35,12,16,32,42,22,9,4,11,6,20
14370,34384,33230,37890,42287,41108,31472,34144,34349,21007,26182,15866,13596
14371,778,739,713,660,494,485,811,965,562,503,411,421
14372,18,12,12,10,15,12,7,6,7,2,2,1
14373,1038,801,634,705,1344,1219,1273,1344,363,473,83,106
14374,2305,1964,1810,1465,1042,1062,2587,2902,2407,2162,1212,1218
14375,530,346,128,138,121,142,4510,4982,219,422,231,300
14376,0,0,0,0,0,0,2,2,0,3,0,0
14377,0,0,0,1,0,0,0,0,0,0,0,0
14378,2,1,1,1,0,0,0,0,1,6,0,0
14379,3,5,10,5,1,0,0,1,11,11,0,0
14380,0,1,0,0,0,0,0,0,0,1,1,0
14381,0,0,0,0,0,0,0,0,2,2,0,0
14382,0,0,0,0,0,0,0,0,0,0,0,0
14383,0,0,0,0,0,0,0,0,0,0,0,0
14384,0,0,0,0,0,0,0,0,0,0,0,0
14385,0,0,0,0,0,0,0,1,0,0,0,0
14386,0,0,0,0,0,0,0,0,0,0,0,0
14387,0,0,0,0,0,0,0,0,0,0,0,0
14388,19,23,39,33,10,15,663,660,906,1187,1149,1092
14389,446,475,383,322,319,365,869,987,559,533,247,236
14390,179,218,165,93,31,17,253,412,364,187,463,283
14391,5,9,6,8,8,6,19,10,4,6,2,1
14392,219,224,160,155,204,230,238,260,113,143,54,85
14393,246,164,243,184,225,211,314,364,233,264,160,193
14394,143,83,114,98,126,93,58,61,16,19,22,24
14395,237,183,183,138,138,148,154,159,129,106,61,75
14396,40,33,44,32,36,22,0,0,0,1,0,0
14397,103,93,118,123,105,89,15,10,5,8,1,7
14398,1897,2064,1687,1696,1508,1448,2260,2534,3544,4261,2276,2388
14399,3381,3667,4522,4859,5134,4639,78,161,26,28,15,25
14400,1178,919,949,980,1003,1031,1260,1209,683,652,370,376
14401,1793,1574,1901,1516,1200,1153,1541,1770,2151,1790,744,738
14402,36,27,23,14,23,29,21,23,26,18,7,6
14403,6,3,13,5,0,1,10,18,4,4,2,1
14404,20,18,13,23,13,10,35,76,21,38,17,9
14405,1147,1054,832,715,521,569,1472,1636,642,548,203,221
14406,6,10,7,7,7,1,18,24,6,1,1,1
14407,0,0,0,0,0,0,0,0,0,0,0,0
14408,1,0,0,0,0,0,1,0,0,0,0,0
14409,0,0,0,0,0,0,0,0,0,0,0,0
14410,396,315,389,307,336,365,632,699,1117,915,1318,1499
14411,1619,1262,1359,1451,1911,1836,734,806,412,309,331,366
14412,1,1,0,0,0,0,0,1,0,0,0,0
14413,160,110,41,34,20,49,489,483,24,32,13,3
14414,0,1,0,2,0,0,28,56,3,4,1,0
14415,1,2,3,9,1,2,27,19,4,0,1,3
14416,137,184,160,137,85,74,346,351,154,132,56,57
14417,148,168,240,233,164,140,31,34,3,3,4,1
14418,3536,3429,2152,2283,2416,2418,1291,1471,357,381,460,502
14419,1887,2238,2305,2566,2079,2056,1160,1539,959,1283,1254,1236
14420,2007,1622,1423,1379,1913,1958,1604,1637,1963,2144,1605,1911
14421,369,293,546,396,264,304,4375,4069,1223,1056,1122,1163
14422,0,0,0,0,0,0,4,5,1,0,0,0
14423,0,0,0,0,0,0,0,0,0,0,0,0
14424,128,129,137,95,51,63,1074,1540,715,535,364,359
14425,102,113,102,76,47,59,182,240,147,120,30,42
14426,785,604,934,687,974,957,1437,1755,3310,2655,2719,2776
14427,2228,2191,2255,1788,1528,1326,2703,2686,2202,1642,1300,1264
14428,5143,5138,4859,4249,3330,3062,3219,3335,2544,2258,1090,1057
14429,2067,1840,1805,1390,852,818,1895,1865,1732,1353,656,792
14430,644,534,363,317,617,601,778,872,391,359,490,604
14431,1400,1371,892,678,642,734,2003,1847,1018,929,283,415
14432,27,19,20,10,7,7,20,15,5,7,6,11
14433,108,153,13,17,13,17,61,52,2,1,2,2
14434,14,15,4,1,1,3,5,2,0,2,1,2
14435,253,260,187,157,86,72,29,33,111,146,195,176
14436,644,582,423,381,377,416,883,1023,735,604,511,568
14437,1855,1418,1214,916,948,1030,1151,1328,1394,1164,996,824
14438,2072,2124,2120,1786,1578,1345,2167,2430,1313,1130,741,685
14439,273,298,146,181,132,122,268,281,103,124,141,198
14440,455,408,478,437,327,360,385,464,433,363,192,204
14441,625,565,558,496,462,421,1240,1454,1069,1016,1439,1531
14442,19718,19043,15656,13838,8571,7458,11134,11474,12182,10420,7070,5323
14443,43,55,27,43,28,20,20,33,18,14,22,23
14444,3136,3529,2970,2544,2269,2077,4532,5517,1708,1457,1296,1357
14445,9,21,28,19,10,6,40,55,42,47,3,4
14446,875,551,693,502,359,260,1859,2785,4844,4896,1024,721
14447,0,0,2,1,0,4,0,0,0,0,0,0
14448,3709,3851,3268,2926,2992,2875,3348,3956,2750,2438,1112,963
14449,764,678,932,896,776,730,808,827,750,754,554,561
14450,186,152,132,111,61,75,157,179,145,97,108,72
14451,4,1,6,1,1,0,0,0,0,1,0,0
14452,2297,2448,3223,4289,14652,11334,1544,1645,395,385,47,56
14453,5,1,0,2,1,2,2,0,0,0,0,0
14454,2419,1903,1319,1420,1514,1504,2779,2654,1133,1214,692,658
14455,1,0,0,0,0,0,0,0,0,0,0,0
14456,8,5,6,6,9,12,10,14,11,8,6,4
14457,199,223,206,148,107,125,314,418,382,308,132,132
14458,0,0,0,0,0,0,0,0,0,0,0,0
14459,0,0,0,0,0,0,0,0,0,0,0,0
14460,3692,3866,5666,5720,5579,5405,84,105,26,37,11,15
14461,1,3,4,3,1,2,0,0,0,0,0,0
14462,15,8,21,30,29,21,0,0,0,0,0,0
14463,929,832,1602,1358,1294,1079,2143,2528,1707,1335,954,585
14464,3,1,2,2,0,0,47,40,45,26,35,27
14465,38,18,23,20,20,22,32,17,15,53,11,7
14466,0,0,0,0,2,0,0,1,0,0,0,0
14467,14,39,25,35,24,19,312,443,50,86,36,40
14468,444,485,645,519,324,312,398,394,462,374,172,174
14469,27,17,36,34,10,9,12,16,21,11,7,5
14470,0,0,2,0,0,0,0,0,0,0,0,0
14471,13,9,15,6,6,6,0,0,0,1,0,0
14472,0,0,0,0,0,0,0,0,0,0,0,0
14473,0,0,0,0,0,0,0,0,0,0,0,0
14474,0,0,0,0,0,0,0,0,0,0,0,0
14475,681,640,827,586,497,502,3248,2931,4705,3975,2730,2668
14476,190,127,93,69,36,37,175,161,130,99,221,181
14477,268,236,209,168,145,188,349,376,266,222,214,188
14478,0,1,0,0,0,0,0,0,0,1,0,0
14479,941,708,744,768,894,881,1156,1263,1063,1003,503,504
14480,1,0,1,0,1,1,1,1,2,0,3,0
14481,3,9,11,8,6,9,7,2,10,5,0,0
14482,6586,5286,7263,6615,7089,7677,1698,1940,2229,2210,850,794
14483,2824,2004,2581,1787,1002,1078,37,44,57,22,21,10
14484,4,7,6,6,6,3,5,0,3,0,0,0
14485,677,531,594,506,389,391,536,577,526,424,222,244
14486,7,14,15,12,2,2,8,10,2,2,1,4
14487,3677,2360,3636,3136,1934,1975,428,496,430,389,87,86
14488,10,14,67,68,26,30,0,0,0,0,0,0
14489,5,5,23,20,23,24,0,0,0,0,0,0
14490,1,1,3,3,4,1,0,0,0,0,0,0
14491,8,12,41,42,33,18,0,0,0,0,0,0
14492,2,3,15,25,15,4,0,1,0,0,0,0
14493,56,57,40,37,15,8,129,139,77,81,93,103
14494,14228,19716,10213,11019,2545,1332,8195,8420,1716,1646,758,916
14495,0,0,0,0,0,0,0,0,0,0,0,0
14496,1,4,0,1,1,2,0,0,0,0,0,0
14497,133,177,144,128,121,146,141,173,80,83,42,21
14498,761,678,754,718,630,597,918,1098,974,981,332,281
14499,0,0,0,1,0,0,0,0,0,0,0,0
14500,1623,1315,2062,2128,2476,2219,1241,1320,1704,1499,1318,1293
14501,1135,1096,1157,1151,1179,1093,1576,1759,1358,1351,800,888
14502,2241,1923,1858,1709,1340,1472,1300,1433,1297,1132,526,523
14503,0,0,1,1,0,0,0,0,0,0,0,2
14504,1,5,7,5,0,1,1,5,0,0,1,0
14505,0,0,0,0,0,0,0,0,0,0,0,0
14506,0,0,0,0,0,0,0,0,0,0,0,0
14507,1,2,4,0,0,0,3,2,1,0,1,1
14508,20523,21222,22918,20278,16227,14101,13910,15817,14795,14059,9674,9621
14509,404,296,480,394,361,334,476,518,409,334,318,324
14510,2291,2242,2391,2084,1785,1503,2136,2417,2054,1942,3477,3375
14511,2,1,9,7,6,7,2,0,1,0,1,0
14512,2027,1899,2771,2511,1587,1350,2659,2505,2298,2350,1835,1859
14513,754,734,842,637,620,505,793,862,830,621,717,715
14514,1,0,0,0,0,0,0,0,0,0,0,0
14515,6,7,0,0,1,0,0,0,0,0,0,0
14516,11,4,10,19,23,16,12,8,7,9,4,4
14517,2,2,2,1,1,0,4,0,3,0,0,1
14518,62,55,69,97,96,101,53,48,31,39,22,20
14519,0,0,0,0,0,0,0,0,0,0,0,0
14520,8,7,9,19,20,17,8,11,9,9,6,2
14521,0,0,0,0,0,0,0,0,0,0,0,0
14522,360,397,355,330,200,204,498,521,359,345,139,143
14523,11,21,14,24,22,24,18,12,18,17,5,7
14524,2,2,1,2,5,6,1,5,4,1,2,2
14525,4,2,0,3,2,2,3,0,2,0,0,0
14526,0,0,0,0,0,0,0,0,0,0,0,0
14527,2,0,3,1,5,1,1,0,1,0,0,1
14528,54,58,47,63,61,67,62,69,61,48,43,26
14529,48,43,45,70,86,87,37,31,26,20,7,25
14530,47,33,41,47,57,54,39,49,19,14,26,12
14531,100,98,124,135,147,125,70,77,58,43,33,30
14532,6,13,12,15,11,10,10,6,4,2,5,6
14533,34,25,38,33,71,44,20,25,14,14,8,12
14534,0,0,1,0,2,0,1,1,1,1,2,0
14535,2,6,8,11,9,9,7,4,9,5,1,6
14536,0,0,0,0,0,0,0,0,0,0,0,0
14537,9,4,8,5,11,14,10,12,12,5,2,5
14538,2,5,7,12,7,10,6,6,2,1,4,4
14539,0,0,0,0,0,0,0,0,0,0,0,0
14540,1,1,0,0,2,0,0,1,0,0,1,0
14541,0,0,2,3,3,2,1,1,3,1,1,0
14542,4,1,7,2,7,8,5,4,2,2,2,1
14543,0,0,0,0,1,1,0,2,0,0,0,0
14544,0,0,1,1,1,1,2,2,3,0,0,3
14545,144,112,91,110,160,168,140,132,70,50,51,80
14546,64,70,27,59,51,91,36,58,34,33,10,17
14547,0,0,1,0,0,0,0,0,0,0,2,0
14548,116,116,92,104,134,134,64,55,53,68,29,36
14549,119,151,158,201,255,247,119,139,83,65,29,32
14550,0,1,0,0,1,0,0,1,0,0,0,0
14551,65,74,60,77,122,98,65,50,21,26,9,19
14552,97,102,72,116,143,142,103,75,52,50,60,61
14553,58,47,47,56,66,77,52,40,21,21,19,19
14554,5,0,3,1,1,1,6,9,23,12,0,0
14555,5,4,2,4,1,1,0,1,0,0,0,0
14556,187,155,138,103,82,75,2,8,2,1,0,0
14557,33,18,31,25,7,14,0,0,2,3,2,0
14558,0,0,0,0,0,0,0,0,1,0,0,0
14559,0,0,0,0,0,0,0,0,0,0,0,0
14560,28,18,21,16,11,10,3,6,0,0,2,1
14561,1049,758,850,651,483,539,1017,1064,822,804,508,495
14562,55,39,46,36,50,54,32,40,19,30,37,32
14563,870,778,882,690,758,804,853,818,834,754,521,523
14564,2817,2174,2317,2147,1604,1408,3335,3465,3082,2777,1513,1588
14565,369,326,251,193,194,208,289,299,186,201,100,113
14566,184,105,113,112,138,182,276,263,211,155,175,157
14567,5,2,3,0,0,2,4,5,0,0,0,0
14568,596,420,453,363,441,548,936,1000,1223,1157,1027,982
14569,537,404,508,416,260,309,501,547,511,483,189,203
14570,14718,11941,4066,3955,3682,3950,21284,25695,5910,8034,4604,4585
14571,1340,1375,1136,957,641,562,1674,1996,1543,1401,578,581
14572,10,2,12,2,3,3,3,8,7,5,2,1
14573,984,797,746,638,534,512,699,776,528,493,246,252
14574,1,0,2,2,0,4,65,67,45,45,74,85
14575,1,0,1,0,0,0,0,1,0,0,0,0
14576,0,0,0,0,0,0,1,0,0,0,0,0
14577,2,10,17,33,15,22,0,0,0,0,0,0
14578,1,2,2,4,2,2,0,0,0,0,0,0
14579,0,0,0,0,0,0,0,0,0,0,0,0
14580,0,0,0,0,0,0,0,0,0,0,0,0
14581,220,150,217,191,128,133,71,83,35,32,18,23
14582,0,0,0,0,0,0,0,0,0,0,0,0
14583,167,142,155,142,117,116,218,244,163,113,74,92
14584,2121,1809,2737,2229,1658,1669,1469,1681,1640,1333,612,646
14585,4191,6872,5854,5128,2767,2806,1149,1503,415,395,78,73
14586,16,11,18,20,17,11,0,5,2,2,0,0
14587,3771,3661,3025,2549,2426,2067,2365,2533,1576,1474,603,727
14588,371,296,367,333,366,330,433,456,364,308,226,233
14589,24,28,15,21,10,4,165,229,109,93,214,224
14590,2,0,0,0,0,0,0,0,0,0,0,0
14591,0,0,0,0,0,0,0,0,0,0,0,0
14592,0,0,0,0,0,0,0,0,0,0,0,0
14593,0,0,0,0,0,0,0,0,0,0,0,0
14594,3411,3133,3305,2478,2174,2189,2079,2257,2039,1825,1377,1233
14595,0,0,0,0,0,0,0,0,0,0,0,0
14596,2,1,0,0,0,0,0,0,0,0,0,0
14597,966,911,747,691,579,677,1100,1286,1249,1134,960,1017
14598,35,55,40,58,38,49,177,209,64,64,57,46
14599,0,1,1,2,0,2,0,0,0,0,0,0
14600,0,0,0,0,0,0,0,0,0,0,0,0
14601,1,1,0,0,0,0,1,2,0,0,0,0
14602,556,494,750,725,517,513,632,685,479,517,294,283
14603,3,12,7,14,3,4,3,2,3,1,0,0
14604,13,21,14,20,8,8,6,13,0,2,2,1
14605,1,2,1,4,0,1,0,1,0,0,1,0
14606,5704,5811,2268,2378,3311,3206,1965,2617,887,908,824,757
14607,1097,1081,1105,940,805,770,1263,1352,1103,1102,468,504
14608,0,0,0,0,0,0,0,0,0,0,0,0
14609,0,1,0,1,0,0,0,0,0,0,0,0
14610,644,583,548,425,300,337,597,619,490,406,391,361
14611,881,695,815,662,647,632,1174,1194,831,745,364,386
14612,979,920,718,662,595,737,1107,1194,626,577,314,414
14613,752,712,487,508,405,464,772,862,433,410,263,243
14614,145,123,65,54,79,85,197,185,70,65,27,27
14615,129,109,144,116,56,35,201,176,109,83,10,19
14616,2,3,9,1,2,2,5,8,2,1,4,10
14617,1300,1188,1391,1268,1368,1156,1706,1893,1171,1112,519,586
14618,2622,2372,2499,2055,1592,1486,3053,3199,2668,2631,1643,1714
14619,681,597,716,780,912,781,520,552,176,229,146,160
14620,29,24,44,25,28,55,58,72,8,21,27,10
14621,988,895,1721,1344,1080,1034,1462,1796,1511,1480,529,594
14622,51,32,15,14,11,5,447,437,230,210,118,139
14623,1074,955,897,763,931,907,1245,1492,1046,979,577,566
14624,102,115,59,44,44,104,12,26,6,4,5,8
14625,99,96,107,110,64,71,106,117,52,41,14,8
14626,373,309,642,590,460,420,294,337,362,241,150,171
14627,1,0,0,0,0,0,0,0,0,0,0,0
14628,5,8,18,25,11,5,0,0,1,3,0,1
14629,0,0,0,3,0,0,14,15,8,8,14,14
14630,565,794,607,841,868,1011,757,761,471,751,333,287
14631,479,358,426,385,382,354,858,789,940,679,706,656
14632,0,0,0,0,0,0,1,0,0,0,0,0
14633,0,0,0,1,0,1,0,0,0,0,0,0
14634,0,0,0,0,0,0,0,0,0,0,0,0
14635,0,1,0,0,1,0,0,0,0,0,0,0
14636,3,3,6,2,3,3,0,0,0,0,0,0
14637,1118,1169,774,564,1120,1061,81,75,8,3,10,6
14638,321,248,207,225,222,288,552,516,565,503,478,508
14639,0,0,0,0,0,0,0,0,0,0,0,0
14640,1088,1020,440,598,932,874,216,183,122,177,17,23
14641,832,616,563,700,1249,1456,312,343,104,178,55,57
14642,142,109,115,136,120,154,22,31,13,12,2,4
14643,22,11,20,20,7,5,19,10,4,2,7,1
14644,0,0,0,0,0,0,0,0,0,0,0,0
14645,0,0,0,0,0,0,0,0,0,0,0,0
14646,43,51,30,37,19,34,73,96,67,69,81,92
14647,87,100,25,26,18,31,18,27,2,2,2,4
14648,424,320,161,93,107,114,961,712,21,11,4,16
14649,313,241,325,292,205,171,591,509,472,414,409,397
14650,9,4,4,4,4,3,8,6,4,1,1,1
14651,1059,1207,1466,1275,699,641,3389,3712,4667,3840,4695,5173
14652,0,1,1,0,0,0,2,1,0,2,0,0
14653,2555,1967,2400,1633,1869,2033,1550,1647,1827,1531,1090,833
14654,3,5,1,2,0,0,0,6,3,3,0,0
14655,1660,1902,1146,1054,1054,1012,2192,2341,764,806,253,231
14656,357,452,382,257,228,236,1006,869,244,178,175,202
14657,3,1,0,1,0,0,0,1,0,0,0,0
14658,591,652,622,466,347,316,271,256,186,105,394,476
14659,545,504,536,507,457,405,236,300,195,149,149,154
14660,2,3,6,3,0,0,0,1,0,0,0,1
14661,1,0,1,4,2,2,0,1,0,0,0,0
14662,3927,6815,2526,4035,2428,2518,940,1563,355,429,245,273
14663,0,0,0,1,1,1,0,1,0,0,0,0
14664,1090,1013,1669,1553,1575,1363,811,885,798,771,686,706
14665,4,1,0,0,1,0,77,73,1,0,12,6
14666,107,121,156,167,150,162,249,226,138,137,59,68
14667,301,257,105,95,113,107,506,452,208,198,81,80
14668,307,276,210,152,196,201,322,403,307,246,109,76
14669,0,0,0,0,0,0,0,0,0,0,0,0
14670,0,0,0,0,0,0,0,0,0,0,0,0
14671,0,0,0,0,0,0,0,0,0,0,0,0
14672,0,0,0,0,0,0,0,0,0,0,0,0
14673,0,0,0,0,0,0,0,0,0,0,0,0
14674,362,325,326,340,367,378,307,316,311,332,94,123
14675,431,402,445,369,281,286,518,497,499,392,174,168
14676,68,46,103,99,45,57,59,81,84,85,26,27
14677,1338,1447,2197,2525,2465,1934,552,507,589,524,291,257
14678,0,0,0,0,0,0,0,0,0,0,0,0
14679,12,4,2,0,9,3,7,5,0,0,0,0
14680,1,0,1,2,0,1,2,0,0,0,0,0
14681,47,67,322,128,36,45,1349,2162,6600,5098,2959,2647
14682,0,0,0,0,0,0,0,0,1,0,0,0
14683,0,0,0,0,0,0,0,0,0,0,0,0
14684,0,2,0,0,0,0,1,0,0,0,0,0
14685,1,0,0,0,0,0,0,0,0,0,0,0
14686,0,0,0,2,1,0,2,1,1,1,2,1
14687,0,0,0,0,0,0,0,1,0,0,1,0
14688,3178,2946,3494,3084,2953,2828,2868,3056,3120,2820,1687,1752
14689,0,0,3,5,8,7,0,0,0,0,0,0
14690,1,0,1,3,4,4,0,0,0,0,0,0
14691,0,0,0,0,0,0,0,0,0,0,0,0
14692,0,0,0,0,0,0,0,0,0,0,0,0
14693,3,0,4,0,0,0,1,0,0,0,0,0
14694,156,187,385,329,213,239,8,9,4,7,7,2
14695,0,0,0,0,0,0,0,0,0,0,0,0
14696,0,0,0,0,0,0,0,0,0,0,0,0
14697,553,474,690,648,766,771,487,534,545,361,473,427
14698,1281,1230,1350,1120,1109,920,1265,1395,1439,1263,1126,1037
14699,866,856,1034,1002,724,719,632,538,746,924,684,724
14700,0,0,0,4,1,0,0,1,0,2,0,0
14701,0,0,0,1,0,0,0,1,26,47,33,29
14702,0,0,0,0,0,0,0,0,0,0,0,0
14703,301,297,249,207,254,194,380,358,334,338,318,308
14704,112,73,81,83,140,162,109,115,152,138,218,251
14705,3,1,4,3,1,1,1,5,1,3,8,7
14706,2,3,0,1,1,4,22,14,0,0,2,4
14707,7596,7591,10245,8951,5569,6160,13243,9842,17482,22893,9961,10311
14708,393,345,409,336,355,421,318,278,260,221,209,220
14709,578,491,465,466,654,692,590,513,503,379,462,417
14710,236,242,287,241,274,256,265,286,344,339,258,252
14711,6,1,0,0,0,0,1,2,1,0,0,0
14712,0,0,0,0,0,1,0,0,0,0,0,0
14713,1,0,0,0,0,0,0,0,0,0,0,0
14714,950,944,469,464,657,655,1036,1029,253,426,170,129
14715,0,0,0,0,0,0,0,0,0,0,0,0
14716,72,101,97,74,93,106,261,284,361,323,299,350
14717,14,17,60,74,45,21,0,0,0,0,1,0
14718,0,0,0,0,0,0,0,0,0,0,0,0
14719,316,294,271,204,63,58,470,564,522,337,530,342
14720,0,0,1,1,1,0,1,0,1,0,0,0
14721,140,143,97,103,93,85,89,79,16,28,13,12
14722,0,0,0,0,0,0,0,0,0,0,0,0
14723,254,380,86,52,56,71,265,280,49,39,56,61
14724,3,1,2,0,1,1,0,0,0,0,0,1
14725,5350,4623,3977,3540,3535,3284,2968,2950,1928,2064,1842,1993
14726,0,0,0,1,0,0,0,0,0,0,1,0
14727,0,0,0,0,0,0,1,4,0,1,0,1
14728,1223,1112,590,660,697,696,340,307,146,152,54,73
14729,1891,2388,2204,2217,1980,1843,410,386,1001,1079,1010,944
14730,2,4,4,9,9,1,0,1,0,2,0,0
14731,220,235,239,237,232,205,44,33,13,11,3,4
14732,843,752,682,565,438,418,1038,1034,1015,975,426,447
14733,0,0,0,0,2,0,0,0,0,0,0,0
14734,1,0,6,4,2,2,0,0,0,0,0,0
14735,0,0,0,0,0,0,0,0,0,0,0,0
14736,69,95,30,22,24,30,16,19,11,7,2,2
14737,0,0,0,0,0,0,0,0,0,0,0,0
14738,1,0,1,1,1,0,0,2,1,0,1,1
14739,608,557,512,384,401,419,664,622,584,504,294,314
14740,3,3,0,0,3,1,1,1,0,1,1,1
14741,0,0,0,0,0,0,0,0,1,0,0,0
14742,0,0,0,1,0,0,0,2,0,0,0,0
14743,0,0,1,1,2,0,0,0,0,0,0,0
14744,3852,3792,3860,3504,3391,3135,3611,3618,2982,2797,2567,2422
14745,217,248,158,156,129,111,179,226,189,111,72,71
14746,1922,1561,1150,1288,2061,2038,2581,2293,980,1179,1592,1803
14747,5876,6199,3988,4160,4026,3614,4681,4733,3249,3898,1714,1855
14748,0,0,0,0,0,1,0,0,0,0,0,0
14749,22665,19404,13328,11439,3110,2641,17101,16082,7955,8472,3113,2473
14750,6,3,0,1,1,0,2,3,0,1,1,1
14751,1,0,0,0,0,0,1,0,0,0,0,0
14752,0,0,1,0,0,1,2,0,0,0,0,0
14753,251,187,299,205,281,279,349,503,247,240,275,274
14754,1,5,4,7,4,9,3,4,1,1,1,1
14755,2166,1974,1802,1512,2034,2053,1492,1463,1121,1075,649,524
14756,2,0,1,1,1,0,0,1,0,0,0,0
14757,312,300,336,332,346,422,270,335,195,165,98,111
14758,1472,1593,1737,1569,1580,1428,1387,1434,1999,2051,1021,1090
14759,59,96,52,48,77,73,21,25,290,149,1103,1082
14760,1186,830,1163,879,754,656,1326,1315,1712,1195,804,773
14761,85,78,78,48,46,44,131,154,158,87,64,71
14762,1150,1123,1601,1425,952,863,1639,1792,2131,1884,1685,1662
14763,175,150,212,197,249,227,2,1,2,1,0,1
14764,16,26,34,31,9,10,1,6,1,0,0,0
14765,0,0,1,1,0,0,0,0,0,0,0,0
14766,0,0,0,0,0,0,0,0,0,0,0,0
14767,846,831,960,840,975,1003,1154,1212,1213,1098,833,975
14768,45,21,18,11,11,26,5,2,0,1,3,1
14769,2783,2483,2778,2425,2307,2153,2413,2438,2199,2054,864,862
14770,67,74,108,103,87,76,93,93,78,58,76,70
14771,0,0,0,1,0,0,0,0,0,0,0,0
14772,0,0,0,0,0,0,0,0,0,0,0,0
